Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008,PCT_SE_A12001_002,PCT_SE_A12001_003,PCT_SE_A12001_004,PCT_SE_A12001_005,PCT_SE_A12001_006,PCT_SE_A12001_007,PCT_SE_A12001_008
"06001401100","14000US06001401100","Census Tract 4011","Census Tract 4011, Alameda County, California","ca","140","00","ACSSF","0002709",,,,,"06","001",,,,"401100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3517,138,382,570,1436,679,160,152,3.92,10.86,16.21,40.83,19.31,4.55,4.32
"06001401200","14000US06001401200","Census Tract 4012","Census Tract 4012, Alameda County, California","ca","140","00","ACSSF","0002710",,,,,"06","001",,,,"401200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2145,96,93,403,892,351,157,153,4.48,4.34,18.79,41.59,16.36,7.32,7.13
"06001401300","14000US06001401300","Census Tract 4013","Census Tract 4013, Alameda County, California","ca","140","00","ACSSF","0002711",,,,,"06","001",,,,"401300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3394,491,552,793,971,423,52,112,14.47,16.26,23.36,28.61,12.46,1.53,3.3
"06001401400","14000US06001401400","Census Tract 4014","Census Tract 4014, Alameda County, California","ca","140","00","ACSSF","0002712",,,,,"06","001",,,,"401400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3447,533,551,1174,801,258,117,13,15.46,15.98,34.06,23.24,7.48,3.39,0.38
"06001401500","14000US06001401500","Census Tract 4015","Census Tract 4015, Alameda County, California","ca","140","00","ACSSF","0002713",,,,,"06","001",,,,"401500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2243,268,452,705,626,167,16,9,11.95,20.15,31.43,27.91,7.45,0.71,0.4
"06001401600","14000US06001401600","Census Tract 4016","Census Tract 4016, Alameda County, California","ca","140","00","ACSSF","0002714",,,,,"06","001",,,,"401600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1709,191,194,540,500,245,28,11,11.18,11.35,31.6,29.26,14.34,1.64,0.64
"06001401700","14000US06001401700","Census Tract 4017","Census Tract 4017, Alameda County, California","ca","140","00","ACSSF","0002715",,,,,"06","001",,,,"401700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2325,137,210,811,821,245,84,17,5.89,9.03,34.88,35.31,10.54,3.61,0.73
"06001401800","14000US06001401800","Census Tract 4018","Census Tract 4018, Alameda County, California","ca","140","00","ACSSF","0002716",,,,,"06","001",,,,"401800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234,134,233,381,330,135,21,0,10.86,18.88,30.88,26.74,10.94,1.7,0
"06001402200","14000US06001402200","Census Tract 4022","Census Tract 4022, Alameda County, California","ca","140","00","ACSSF","0002717",,,,,"06","001",,,,"402200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761,271,312,454,470,183,37,34,15.39,17.72,25.78,26.69,10.39,2.1,1.93
"06001402400","14000US06001402400","Census Tract 4024","Census Tract 4024, Alameda County, California","ca","140","00","ACSSF","0002718",,,,,"06","001",,,,"402400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2204,300,325,677,556,301,36,9,13.61,14.75,30.72,25.23,13.66,1.63,0.41
"06001402500","14000US06001402500","Census Tract 4025","Census Tract 4025, Alameda County, California","ca","140","00","ACSSF","0002719",,,,,"06","001",,,,"402500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045,147,239,411,203,42,3,0,14.07,22.87,39.33,19.43,4.02,0.29,0
"06001402600","14000US06001402600","Census Tract 4026","Census Tract 4026, Alameda County, California","ca","140","00","ACSSF","0002720",,,,,"06","001",,,,"402600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988,230,241,242,200,41,10,24,23.28,24.39,24.49,20.24,4.15,1.01,2.43
"06001402700","14000US06001402700","Census Tract 4027","Census Tract 4027, Alameda County, California","ca","140","00","ACSSF","0002721",,,,,"06","001",,,,"402700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1362,164,153,401,453,162,29,0,12.04,11.23,29.44,33.26,11.89,2.13,0
"06001402800","14000US06001402800","Census Tract 4028","Census Tract 4028, Alameda County, California","ca","140","00","ACSSF","0002722",,,,,"06","001",,,,"402800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4006,642,263,1091,1172,539,223,76,16.03,6.57,27.23,29.26,13.45,5.57,1.9
"06001402900","14000US06001402900","Census Tract 4029","Census Tract 4029, Alameda County, California","ca","140","00","ACSSF","0002723",,,,,"06","001",,,,"402900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255,254,161,282,352,153,28,25,20.24,12.83,22.47,28.05,12.19,2.23,1.99
"06001403000","14000US06001403000","Census Tract 4030","Census Tract 4030, Alameda County, California","ca","140","00","ACSSF","0002724",,,,,"06","001",,,,"403000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2524,1021,453,396,435,123,52,44,40.45,17.95,15.69,17.23,4.87,2.06,1.74
"06001403100","14000US06001403100","Census Tract 4031","Census Tract 4031, Alameda County, California","ca","140","00","ACSSF","0002725",,,,,"06","001",,,,"403100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1384,355,283,192,283,168,59,44,25.65,20.45,13.87,20.45,12.14,4.26,3.18
"06001403300","14000US06001403300","Census Tract 4033","Census Tract 4033, Alameda County, California","ca","140","00","ACSSF","0002726",,,,,"06","001",,,,"403300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3497,790,420,619,1107,433,51,77,22.59,12.01,17.7,31.66,12.38,1.46,2.2
"06001403400","14000US06001403400","Census Tract 4034","Census Tract 4034, Alameda County, California","ca","140","00","ACSSF","0002727",,,,,"06","001",,,,"403400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4057,364,402,659,1404,728,293,207,8.97,9.91,16.24,34.61,17.94,7.22,5.1
"06001403501","14000US06001403501","Census Tract 4035.01","Census Tract 4035.01, Alameda County, California","ca","140","00","ACSSF","0002728",,,,,"06","001",,,,"403501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3943,439,334,1047,1472,348,200,103,11.13,8.47,26.55,37.33,8.83,5.07,2.61
"06001403502","14000US06001403502","Census Tract 4035.02","Census Tract 4035.02, Alameda County, California","ca","140","00","ACSSF","0002729",,,,,"06","001",,,,"403502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1805,117,201,330,692,291,105,69,6.48,11.14,18.28,38.34,16.12,5.82,3.82
"06001403600","14000US06001403600","Census Tract 4036","Census Tract 4036, Alameda County, California","ca","140","00","ACSSF","0002730",,,,,"06","001",,,,"403600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4505,308,659,916,1464,816,212,130,6.84,14.63,20.33,32.5,18.11,4.71,2.89
"06001403701","14000US06001403701","Census Tract 4037.01","Census Tract 4037.01, Alameda County, California","ca","140","00","ACSSF","0002731",,,,,"06","001",,,,"403701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2657,123,332,426,1041,570,116,49,4.63,12.5,16.03,39.18,21.45,4.37,1.84
"06001403702","14000US06001403702","Census Tract 4037.02","Census Tract 4037.02, Alameda County, California","ca","140","00","ACSSF","0002732",,,,,"06","001",,,,"403702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1743,92,85,376,588,481,92,29,5.28,4.88,21.57,33.73,27.6,5.28,1.66
"06001403800","14000US06001403800","Census Tract 4038","Census Tract 4038, Alameda County, California","ca","140","00","ACSSF","0002733",,,,,"06","001",,,,"403800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2834,60,117,423,1149,706,244,135,2.12,4.13,14.93,40.54,24.91,8.61,4.76
"06001403900","14000US06001403900","Census Tract 4039","Census Tract 4039, Alameda County, California","ca","140","00","ACSSF","0002734",,,,,"06","001",,,,"403900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3419,177,255,627,1267,688,271,134,5.18,7.46,18.34,37.06,20.12,7.93,3.92
"06001404000","14000US06001404000","Census Tract 4040","Census Tract 4040, Alameda County, California","ca","140","00","ACSSF","0002735",,,,,"06","001",,,,"404000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,50,186,469,1052,580,125,138,1.92,7.15,18.04,40.46,22.31,4.81,5.31
"06001404101","14000US06001404101","Census Tract 4041.01","Census Tract 4041.01, Alameda County, California","ca","140","00","ACSSF","0002736",,,,,"06","001",,,,"404101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2564,33,120,421,963,602,205,220,1.29,4.68,16.42,37.56,23.48,8,8.58
"06001404102","14000US06001404102","Census Tract 4041.02","Census Tract 4041.02, Alameda County, California","ca","140","00","ACSSF","0002737",,,,,"06","001",,,,"404102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2385,158,221,412,776,550,142,126,6.62,9.27,17.27,32.54,23.06,5.95,5.28
"06001404200","14000US06001404200","Census Tract 4042","Census Tract 4042, Alameda County, California","ca","140","00","ACSSF","0002738",,,,,"06","001",,,,"404200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2547,65,69,421,1059,579,232,122,2.55,2.71,16.53,41.58,22.73,9.11,4.79
"06001404300","14000US06001404300","Census Tract 4043","Census Tract 4043, Alameda County, California","ca","140","00","ACSSF","0002739",,,,,"06","001",,,,"404300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2552,29,152,213,863,566,528,201,1.14,5.96,8.35,33.82,22.18,20.69,7.88
"06001404400","14000US06001404400","Census Tract 4044","Census Tract 4044, Alameda County, California","ca","140","00","ACSSF","0002740",,,,,"06","001",,,,"404400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4310,79,134,706,1790,836,618,147,1.83,3.11,16.38,41.53,19.4,14.34,3.41
"06001404501","14000US06001404501","Census Tract 4045.01","Census Tract 4045.01, Alameda County, California","ca","140","00","ACSSF","0002741",,,,,"06","001",,,,"404501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304,37,56,125,474,300,213,99,2.84,4.29,9.59,36.35,23.01,16.33,7.59
"06001404502","14000US06001404502","Census Tract 4045.02","Census Tract 4045.02, Alameda County, California","ca","140","00","ACSSF","0002742",,,,,"06","001",,,,"404502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4602,36,281,801,1987,854,422,221,0.78,6.11,17.41,43.18,18.56,9.17,4.8
"06001404600","14000US06001404600","Census Tract 4046","Census Tract 4046, Alameda County, California","ca","140","00","ACSSF","0002743",,,,,"06","001",,,,"404600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3772,35,222,723,1321,781,403,287,0.93,5.89,19.17,35.02,20.71,10.68,7.61
"06001404700","14000US06001404700","Census Tract 4047","Census Tract 4047, Alameda County, California","ca","140","00","ACSSF","0002744",,,,,"06","001",,,,"404700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1546,30,110,175,630,426,160,15,1.94,7.12,11.32,40.75,27.55,10.35,0.97
"06001404800","14000US06001404800","Census Tract 4048","Census Tract 4048, Alameda County, California","ca","140","00","ACSSF","0002745",,,,,"06","001",,,,"404800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979,113,104,468,803,330,123,38,5.71,5.26,23.65,40.58,16.68,6.22,1.92
"06001404900","14000US06001404900","Census Tract 4049","Census Tract 4049, Alameda County, California","ca","140","00","ACSSF","0002746",,,,,"06","001",,,,"404900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3113,138,217,778,983,687,185,125,4.43,6.97,24.99,31.58,22.07,5.94,4.02
"06001405000","14000US06001405000","Census Tract 4050","Census Tract 4050, Alameda County, California","ca","140","00","ACSSF","0002747",,,,,"06","001",,,,"405000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2611,96,71,442,992,721,195,94,3.68,2.72,16.93,37.99,27.61,7.47,3.6
"06001405100","14000US06001405100","Census Tract 4051","Census Tract 4051, Alameda County, California","ca","140","00","ACSSF","0002748",,,,,"06","001",,,,"405100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3264,30,117,369,1240,807,482,219,0.92,3.58,11.31,37.99,24.72,14.77,6.71
"06001405200","14000US06001405200","Census Tract 4052","Census Tract 4052, Alameda County, California","ca","140","00","ACSSF","0002749",,,,,"06","001",,,,"405200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4356,318,522,922,1420,656,310,208,7.3,11.98,21.17,32.6,15.06,7.12,4.78
"06001405301","14000US06001405301","Census Tract 4053.01","Census Tract 4053.01, Alameda County, California","ca","140","00","ACSSF","0002750",,,,,"06","001",,,,"405301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2515,172,245,476,965,509,83,65,6.84,9.74,18.93,38.37,20.24,3.3,2.58
"06001405302","14000US06001405302","Census Tract 4053.02","Census Tract 4053.02, Alameda County, California","ca","140","00","ACSSF","0002751",,,,,"06","001",,,,"405302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2111,474,141,575,610,264,47,0,22.45,6.68,27.24,28.9,12.51,2.23,0
"06001405401","14000US06001405401","Census Tract 4054.01","Census Tract 4054.01, Alameda County, California","ca","140","00","ACSSF","0002752",,,,,"06","001",,,,"405401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3047,703,478,927,706,179,20,34,23.07,15.69,30.42,23.17,5.87,0.66,1.12
"06001405402","14000US06001405402","Census Tract 4054.02","Census Tract 4054.02, Alameda County, California","ca","140","00","ACSSF","0002753",,,,,"06","001",,,,"405402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2259,520,544,642,423,94,12,24,23.02,24.08,28.42,18.73,4.16,0.53,1.06
"06001405500","14000US06001405500","Census Tract 4055","Census Tract 4055, Alameda County, California","ca","140","00","ACSSF","0002754",,,,,"06","001",,,,"405500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3317,586,424,763,934,557,16,37,17.67,12.78,23,28.16,16.79,0.48,1.12
"06001405600","14000US06001405600","Census Tract 4056","Census Tract 4056, Alameda County, California","ca","140","00","ACSSF","0002755",,,,,"06","001",,,,"405600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2512,361,300,501,973,326,34,17,14.37,11.94,19.94,38.73,12.98,1.35,0.68
"06001405700","14000US06001405700","Census Tract 4057","Census Tract 4057, Alameda County, California","ca","140","00","ACSSF","0002756",,,,,"06","001",,,,"405700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2580,638,442,839,416,169,29,47,24.73,17.13,32.52,16.12,6.55,1.12,1.82
"06001405800","14000US06001405800","Census Tract 4058","Census Tract 4058, Alameda County, California","ca","140","00","ACSSF","0002757",,,,,"06","001",,,,"405800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3073,1003,670,794,378,153,54,21,32.64,21.8,25.84,12.3,4.98,1.76,0.68
"06001405901","14000US06001405901","Census Tract 4059.01","Census Tract 4059.01, Alameda County, California","ca","140","00","ACSSF","0002758",,,,,"06","001",,,,"405901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2863,1288,626,764,134,40,0,11,44.99,21.87,26.69,4.68,1.4,0,0.38
"06001405902","14000US06001405902","Census Tract 4059.02","Census Tract 4059.02, Alameda County, California","ca","140","00","ACSSF","0002759",,,,,"06","001",,,,"405902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997,858,374,359,311,76,15,4,42.96,18.73,17.98,15.57,3.81,0.75,0.2
"06001406000","14000US06001406000","Census Tract 4060","Census Tract 4060, Alameda County, California","ca","140","00","ACSSF","0002760",,,,,"06","001",,,,"406000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2648,829,332,735,531,159,29,33,31.31,12.54,27.76,20.05,6,1.1,1.25
"06001406100","14000US06001406100","Census Tract 4061","Census Tract 4061, Alameda County, California","ca","140","00","ACSSF","0002761",,,,,"06","001",,,,"406100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3127,1150,430,627,679,163,55,23,36.78,13.75,20.05,21.71,5.21,1.76,0.74
"06001406201","14000US06001406201","Census Tract 4062.01","Census Tract 4062.01, Alameda County, California","ca","140","00","ACSSF","0002762",,,,,"06","001",,,,"406201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3096,1216,652,711,366,142,9,0,39.28,21.06,22.97,11.82,4.59,0.29,0
"06001406202","14000US06001406202","Census Tract 4062.02","Census Tract 4062.02, Alameda County, California","ca","140","00","ACSSF","0002763",,,,,"06","001",,,,"406202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3115,1070,682,648,601,87,27,0,34.35,21.89,20.8,19.29,2.79,0.87,0
"06001406300","14000US06001406300","Census Tract 4063","Census Tract 4063, Alameda County, California","ca","140","00","ACSSF","0002764",,,,,"06","001",,,,"406300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2991,871,558,1127,309,119,7,0,29.12,18.66,37.68,10.33,3.98,0.23,0
"06001406400","14000US06001406400","Census Tract 4064","Census Tract 4064, Alameda County, California","ca","140","00","ACSSF","0002765",,,,,"06","001",,,,"406400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,259,469,493,358,186,66,19,14,25.35,26.65,19.35,10.05,3.57,1.03
"06001406500","14000US06001406500","Census Tract 4065","Census Tract 4065, Alameda County, California","ca","140","00","ACSSF","0002766",,,,,"06","001",,,,"406500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4068,1267,1092,934,424,290,40,21,31.15,26.84,22.96,10.42,7.13,0.98,0.52
"06001406601","14000US06001406601","Census Tract 4066.01","Census Tract 4066.01, Alameda County, California","ca","140","00","ACSSF","0002767",,,,,"06","001",,,,"406601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3507,870,732,1058,556,208,50,33,24.81,20.87,30.17,15.85,5.93,1.43,0.94
"06001406602","14000US06001406602","Census Tract 4066.02","Census Tract 4066.02, Alameda County, California","ca","140","00","ACSSF","0002768",,,,,"06","001",,,,"406602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909,440,361,546,420,104,26,12,23.05,18.91,28.6,22,5.45,1.36,0.63
"06001406700","14000US06001406700","Census Tract 4067","Census Tract 4067, Alameda County, California","ca","140","00","ACSSF","0002769",,,,,"06","001",,,,"406700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3861,455,399,791,1254,699,161,102,11.78,10.33,20.49,32.48,18.1,4.17,2.64
"06001406800","14000US06001406800","Census Tract 4068","Census Tract 4068, Alameda County, California","ca","140","00","ACSSF","0002770",,,,,"06","001",,,,"406800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2619,311,281,546,736,608,88,49,11.87,10.73,20.85,28.1,23.21,3.36,1.87
"06001406900","14000US06001406900","Census Tract 4069","Census Tract 4069, Alameda County, California","ca","140","00","ACSSF","0002771",,,,,"06","001",,,,"406900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2787,173,495,664,777,418,158,102,6.21,17.76,23.82,27.88,15,5.67,3.66
"06001407000","14000US06001407000","Census Tract 4070","Census Tract 4070, Alameda County, California","ca","140","00","ACSSF","0002772",,,,,"06","001",,,,"407000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4281,1210,990,1283,279,312,132,75,28.26,23.13,29.97,6.52,7.29,3.08,1.75
"06001407101","14000US06001407101","Census Tract 4071.01","Census Tract 4071.01, Alameda County, California","ca","140","00","ACSSF","0002773",,,,,"06","001",,,,"407101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2382,881,601,447,325,81,37,10,36.99,25.23,18.77,13.64,3.4,1.55,0.42
"06001407102","14000US06001407102","Census Tract 4071.02","Census Tract 4071.02, Alameda County, California","ca","140","00","ACSSF","0002774",,,,,"06","001",,,,"407102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2661,829,410,791,371,202,54,4,31.15,15.41,29.73,13.94,7.59,2.03,0.15
"06001407200","14000US06001407200","Census Tract 4072","Census Tract 4072, Alameda County, California","ca","140","00","ACSSF","0002775",,,,,"06","001",,,,"407200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4404,2051,943,665,549,161,14,21,46.57,21.41,15.1,12.47,3.66,0.32,0.48
"06001407300","14000US06001407300","Census Tract 4073","Census Tract 4073, Alameda County, California","ca","140","00","ACSSF","0002776",,,,,"06","001",,,,"407300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1726,667,286,437,244,89,0,3,38.64,16.57,25.32,14.14,5.16,0,0.17
"06001407400","14000US06001407400","Census Tract 4074","Census Tract 4074, Alameda County, California","ca","140","00","ACSSF","0002777",,,,,"06","001",,,,"407400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2740,1104,612,689,224,111,0,0,40.29,22.34,25.15,8.18,4.05,0,0
"06001407500","14000US06001407500","Census Tract 4075","Census Tract 4075, Alameda County, California","ca","140","00","ACSSF","0002778",,,,,"06","001",,,,"407500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2649,1237,433,750,167,55,7,0,46.7,16.35,28.31,6.3,2.08,0.26,0
"06001407600","14000US06001407600","Census Tract 4076","Census Tract 4076, Alameda County, California","ca","140","00","ACSSF","0002779",,,,,"06","001",,,,"407600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098,1082,475,1336,879,145,68,113,26.4,11.59,32.6,21.45,3.54,1.66,2.76
